<<<<<<< HEAD
Fichero actualizado a fecha: 2014-10-19 13:52:56
Nombre del Organismo;Descripción;DatosPersonales;Dirección;Calle;CodigoPostal;Localidad;Localidad;SoloClasificar;Teléfono;Telefax oficial;Fax;e-mail;Páginas de internet;Posicion;Información Adicional;Directorio Superior;Identificador Directorio Superior;Identificador;FechaModificacion;Enlace al contenido;
"Biblioteca Pública Municipal de Manganeses de la Lampreana";"Biblioteca Pública Municipal de Manganeses de la Lampreana";"Elvira Calvo Temprano";"Plaza Ayuntamiento, 1. 49130 Manganeses de la Lampreana (Zamora)";"Plaza Ayuntamiento, 1";"49130";"Manganeses de la Polvorosa";"1179469390193";;"980 588 114(Ayto.)";;"980 588 114 (Ayto.)";"BPM.MANGA@gmail.com";;"41.75101623663362#-5.7119035720825195#88";;"Zamora";"1284269351631";1203344050578;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaZamora/es/Plantilla100Detalle/1284212879708/_/1203344050578/DirectorioPadre";
"Biblioteca Pública Municipal de Villamayor de Campos";"Biblioteca Pública Municipal de Villamayor de Campos";"Justa Palmero Aguado";"Plaza Nueva de España, 8. 49131 Villamayor de Campos (Zamora)";"Plaza Nueva de España, 8";"49131";"Villamayor de Campos";"1179469484745";;"980 662 635 (Ayto.)";;"980 662 635 (Ayto.)";"BPM.VCAMP@gmail.com";;"41.898923121929165#-5.360298156738281#88";;"Zamora";"1284269351631";1203344084139;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaZamora/es/Plantilla100Detalle/1284212879708/_/1203344084139/DirectorioPadre";
"Biblioteca Pública Municipal de El Barraco";;"Teo Somoza García";"C/ Mercado Chico, 85 Bajo 05110 El Barraco";"C/ Mercado Chico, 85 Bajo";"05110";"Barraco (El)";"1179297194015";;"920 281 556";;;"bibliotecamunicipal@elbarraco.org";;"40.4755011792341#-4.641994535923004#112";;"Ávila";"1284269348233";1192514468294;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1192514468294/DirectorioPadre";
"Biblioteca Pública Municipal de Casavieja";;"Sagrario Fuentes Pulido";"C/ Cuartel, 3 05450 Casavieja";"C/ Cuartel, 3";"05450";"Casavieja";"1179297207860";;"918 678 001";;;;;"40.281179023177025#-4.7660306096076965#112";;"Ávila";"1284269348233";1193120400406;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1193120400406/DirectorioPadre";
"Biblioteca Pública Municipal de Mingorría";;"Moisés Esteban Rodríguez - Emilio Sánchez Álvarez";"C/ Celedonio Sastre, 29. 05280 Mingorría";"C/ Celedonio Sastre, 29";"05280";"Mingorría";"1179297231934";;"920 081 528";;;"biblioteca@mingorria.com";;"40.750573155441934#-4.664876461029053#106";;"Ávila";"1284269348233";1193120403764;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1193120403764/DirectorioPadre";
"Biblioteca Pública Municipal de Navalperal de Pinares";;"Francisco San Gil González";"Travesía La Iglesia, 7. 05240 Navalperal de Pinares";"Travesía La Iglesia, 7";"05240";"Navalperal de Pinares";"1179297246940";;"918 988 052";;;"bibliotecanavalperal@telefonica.net";;"40.59437451583889#-4.410120248794556#112";;"Ávila";"1284269348233";1193120403911;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1193120403911/DirectorioPadre";
"Biblioteca Pública Municipal de Salas de los Infantes";;"Anunciación García Martínez";;"Avda. Infantes de Lara, 13";"09600";"Salas de los Infantes";"1179297614054";;"947 380 124, 947 380 021 (Ayto)";;;"bibliotecasalas@hotmail.es";"http://www.salasdelosinfantes.net/servicios/biblioteca.html";"42.02280514386089#-3.285083770751953#88";;"Burgos";"1284269348748";1193378559737;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284212879414/_/1193378559737/DirectorioPadre";
"Biblioteca Pública Municipal de Villadiego";;"Amparo Díez Martínez";;"Plaza Mayor, s/n";"09120";"Villadiego";"1179297697343";;"947 361 710, 947 361 700 (Ayto.)";;;"biblioteca.villadiego@hotmail.com";"http://www.villadiego.es/turismo-y-ocio/bibliotecas";"42.516207902871194#-4.009795188903809#88";;"Burgos";"1284269348748";1193378560014;20140313;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1193378560014/DirectorioPadre";
"Biblioteca Capitular de la Catedral de Burgos";;"Matías Vicario";;"Plaza Santa María, s/n";"09003";"Burgos";"1179297447246";;"947 204 712";;;"info@catedraldeburgos.es";"http://www.cajacirculo.com/es/index.php?PA_ID=476";"42.34090957478861#-3.705267906188965#88";;"Burgos";"1284269348748";1202286007389;20140313;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1202286007389/DirectorioPadre";
"Biblioteca de la Fundación Cultural Profesor Cantera Burgos";;;;"Camino Anduva, 82";"09200";"Miranda de Ebro";"1179297563870";;"947 311 137";;;"info@fundacioncantera.org";"http://www.fundacioncantera.org/";"42.68417051598888#-2.943606376647949#88";;"Burgos";"1284269348748";1202288129222;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284212879414/_/1202288129222/DirectorioPadre";
"Biblioteca del CENIEH";;"Inmaculada de la Varga";;"Paseo Sierra de Atapuerca, s/n";"09002";"Burgos";"1179297447246";;"947 040 800";"947 040 810";;"inmaculada.varga@cenieh.es";"http://www.cenieh.es/es/infraestructuras/unidades-tecnicas-y-de-apoyo/biblioteca";"42.34062408610696#-3.6965560913085937#88";;"Burgos";"1284269348748";1284170604663;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284212879414/_/1284170604663/DirectorioPadre";
"Biblioteca Pública Municipal de Ponferrada";"Biblioteca Pública Municipal de Ponferrada";"Justo Magaz Fernández";"Avda. Reino de León, 22. 24400 Ponferrada (León)";"Avda. Reino de León, 22";"24400";"Ponferrada";"1179297888504";;"987 412 370, 987401 076 (Ayto.)";"987 426 528";;"cultura@ponferrada.org";"http://www.bibliotecaspublicas.es/ponferrada/index.jsp";"42.552147679693554#-6.595702171325684#94";;"León";"1284269349703";1194505185971;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1194505185971/DirectorioPadre";
"Biblioteca Pública Municipal de Santa María del Páramo";"Biblioteca Pública Municipal ""Pío XII"" de Santa María del Páramo";"María Pilar Mayo Prieto";"C/ Queipo de LLano, 10. 24240 Santa María del Páramo (León)";"C/ Queipo de LLano, 10";"24240";"Santa María del Páramo";"1179297939426";;"987 351 006";"987 360 101";;"pimaypri@yahoo.es";;"42.35279585557653#-5.749422311782837#100";;"León";"1284269349703";1194505201888;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1194505201888/DirectorioPadre";
"Biblioteca Pública Municipal de San Andrés de Rabanedo";"Biblioteca Pública Municipal ""Juan Antonio Posse"" de San Andrés de Rabanedo";"Luis José Artigue Holgado";"Plaza del Ayuntamiento, s/n. 24010 San Andrés de Rabanedo (León)";"Plaza del Ayuntamiento, s/n";"24010";"San Andrés del Rabanedo";"1179297925340";;"987 848 730, 987 844 348 (Ayto.)";"987 844 311";;;;"42.60689509043709#-5.604411363601685#100";;"León";"1284269349703";1194505242864;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1194505242864/DirectorioPadre";
"Biblioteca Pública Municipal de Villamanín";"Biblioteca Pública Municipal de Villamanín";"Inés García Suárez";"Plaza de la Constitución, 1. 24680 Villamanín";"Plaza de la Constitución, 1";"24680";"Villamanín";"1179298036558";;"987 598 009 (Ayto.)";"978 598 103 (Ayto.)";;;;"42.937448824318054#-5.655791759490967#100";;"León";"1284269349703";1194591160456;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1194591160456/DirectorioPadre";
"Biblioteca Pública Municipal de Mansilla de las Mulas";"Biblioteca Pública Municipal de Mansilla de las Mulas";"Carolina Barredo Rodríguez";"Avda. Constitución, 22. 24210 Mansilla de las Mulas (León)";"Avda. Constitución, 22";"24210";"Mansilla de las Mulas";"1179297865414";;"987 311 124, 987 311 800 (Ayto.)";"987 311 810 (Ayto.)";;;;"42.498522941168#-5.417375564575195#100";;"León";"1284269349703";1194937150198;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1194937150198/DirectorioPadre";
"Biblioteca Regional ""Mariano D. Berrueta""";"Biblioteca Regional Mariano Berrueta. León";;"C/ Santa Nonia, 3. 24003 León";"C/ Santa Nonia, 3";"24003";"León";"1179297860755";;"987 207 344";;;"ilc@dipuleon.es";"http://www.institutoleonesdecultura.es/CoordinacionDeBibliotecas/BibliotecaRegional/";"42.59533340853173#-5.571720600128174#100";;"León";"1284269349703";1201083671346;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1201083671346/DirectorioPadre";
"Biblioteca Pública Municipal de Candelario";;"Mª del Castañar Colorado Mata";;"C/ Parque, s/n";"37710";"Candelario";"1179298210403";;"923 413 420";;"923 413 230";"casmar1962@hotmail.com";;"40.36979522606534#-5.745077133178711#100";;"Salamanca";"1284269350572";1195801298083;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1195801298083/DirectorioPadre";
"Biblioteca Pública Municipal de Santibáñez de Béjar";;"Ana Sánchez González";;"C/ Consistorio, 13";"37740";"Santibáñez de Béjar";"1179298334784";;"923 594 001";;"923 594 001";;;"40.488541589366456#-5.610666275024414#82";;"Salamanca";"1284269350572";1195801333655;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1195801333655/DirectorioPadre";
"Biblioteca de la Universidad Pontificia de Salamanca";"Biblioteca de la Universidad Pontificia de Salamanca";"Antonio García Madrid";"C/ Compañía, 5. 37002 Salamanca";"C/ Compañía, 5";"37002";"Salamanca";"1179298323669";;"923 277 118";;;"biblioteca@upsa.es";"http://www.biblioteca.upsa.es";"40.962854258481705#-5.666069984436035#88";;"Salamanca";"1284269350572";1201083968382;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1201083968382/DirectorioPadre";
"Biblioteca Pública Municipal de Cantimpalos";;"Cristina Vega Herrero";"C/ De las Escuelas, 7. 40360 Cantimpalos";"C/ De las Escuelas, 7";"40360";"Cantimpalos";"1179298419574";;"921 496 468";;;"cantimpalos@siacajasegovia.com";;"41.07420736221875#-4.160492420196533#94";;"Segovia";"1284269350926";1191909670547;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSegovia/es/Plantilla100Detalle/1284212879636/_/1191909670547/DirectorioPadre";
"Biblioteca Pública Municipal de Carbonero el Mayor";;"Mª Ángeles Pascual Rubio";"Plaza de Abastos, 1, 1º. 40270 Carbonero el Mayor";"Plaza de Abastos, 1, 1º";"40270";"Carbonero El Mayor";"1179298419803";;;;;;;"41.12247518040516#-4.26593542098999#94";;"Segovia";"1284269350926";1191909670628;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSegovia/es/Plantilla100Detalle/1284212879636/_/1191909670628/DirectorioPadre";
"Biblioteca Pública Municipal de El Espinar";;"Gracia Fernández-Pacheco Vigil";"C/ San Roque, s/n. 40400 El Espinar";"C/ San Roque, s/n";"40400";"Espinar (El)";"1179298439177";;"921 182 860";;;"graciapacheco@hotmail.com";;"40.7213069243792#-4.2493486404418945#88";;"Segovia";"1284269350926";1191909670922;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSegovia/es/Plantilla100Detalle/1284212879636/_/1191909670922/DirectorioPadre";
"Biblioteca Pública Municipal Ramón Menéndez Pidal. San Rafael";;"Marisa Montalvo";"C/ Gil Becerril s/n. 40410 San Rafael";"C/ Gil Becerril s/n";"40410";"Espinar (El)";"1179298439177";;"921 172 823";"921 172 823";;"sanrafael@siacajasegovia.com";;"40.712492015158084#-4.19252872467041#88";;"Segovia";"1284269350926";1191909671863;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSegovia/es/Plantilla100Detalle/1284212879636/_/1191909671863/DirectorioPadre";
"Biblioteca Popular ""San Miguel"" de Caja Segovia. Sacramenia";;"Ana Rosa Zambrano";"C/ Real, 32. 40237 Sacramenia";"C/ Real, 32";"40237";"Sacramenia";"1179298551147";;"921 527 345";;;"sacramenia@siacajasegovia.com";;"41.49429866766706#-3.9647233486175537#106";;"Segovia";"1284269350926";1191996715406;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSegovia/es/Plantilla100Detalle/1284212879636/_/1191996715406/DirectorioPadre";
"Biblioteca Púbica Municipal de Ágreda";;"Mª Carmen Alonso Tejedor";"C/ Palacio, 1. 42100 Ágreda";"C/ Palacio, 1";"42100";"Ágreda";"1179469097200";;"976 647 410";;;"bibagreda@yahoo.es";;"41.853803784844885#-1.9183588027954101#88";;"Soria";"1284269351095";1194246972158;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSoria/es/Plantilla100Detalle/1284212879671/_/1194246972158/DirectorioPadre";
"Biblioteca Pública Municipal de Vinuesa";;"Adela Ramos Larrubia";"C/ Plaza Juan carlos I, 1. 42150 Vinuesa";"C/ Plaza Juan Carlos I, 1";"42150";"Vinuesa";"1179469222209";;;;;"bpmvinuesa@gmail.com";;"41.91180280727321#-2.763136625289917#100";;"Soria";"1284269351095";1194247103578;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSoria/es/Plantilla100Detalle/1284212879671/_/1194247103578/DirectorioPadre";
"Biblioteca auxiliar del Archivo Histórico Provincial de Soria";"Biblioteca auxiliar del Archivo Histórico Provincial de Soria";"María Hernández Angulo";"Plaza de San Clemente, 8. 42002 Soria";"Plaza de San Clemente, 8";"42002";"Soria";"1179469197687";;"975 226 522";"975 229 500";;;;"41.76468595536071#-2.467074394226074#100";;"Soria";"1284269351095";1200416852113;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSoria/es/Plantilla100Detalle/1284212879671/_/1200416852113/DirectorioPadre";
"Biblioteca del Centro Cultural Gaya Nuño. Soria";"Biblioteca del Centro Cultural Gaya Nuño. Soria";;"Plaza de San Esteban, s/n. 42002 Soria";"Plaza de San Esteban, s/n";"42002";"Soria";"1179469197687";;;;;;;"41.7639337163428#-2.4670422077178955#100";;"Soria";"1284269351095";1200492225823;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSoria/es/Plantilla100Detalle/1284212879671/_/1200492225823/DirectorioPadre";
"Sala de estudio Caja Duero. Soria";"Sala de estudio Caja Duero. Soria";;"C/ Manuel Blasco, s/n, 42003 Soria";"C/ Manuel Blasco, s/n";"42003";"Soria";"1179469197687";;;;;;;"41.76078862153072#-2.4729108810424804#100";;"Soria";"1284269351095";1200492232726;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSoria/es/Plantilla100Detalle/1284212879671/_/1200492232726/DirectorioPadre";
"Biblioteca Pública Municipal de Campaspero";;"Covadonga García Gómez";;"Plaza Mayor, 31";"47310";"Campaspero";"1179469241350";;"983 698 335";;;"bibliotecacampaspero@yahoo.es";;"41.49221727642435#-4.194159507751465#88";;"Valladolid";"1284269351464";1193641879030;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1193641879030/DirectorioPadre";
"Biblioteca Pública Municipal de Medina de Rioseco";;"Isabel Presa Vázquez";;"Plaza Mayor, 1";"47800";"Medina de Rioseco";"1179469264297";;"983 701 138";;;"biblioteca.medinarioseco@dip-valladolid.es";;"41.88186332197046#-5.0406646728515625#88";;"Valladolid";"1284269351464";1193641895264;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1193641895264/DirectorioPadre";
"Biblioteca Pública Municipal ""Alejandro Vélez"" de Mojados";;"Luguillas Cubero Catalina";;"C/ Escuelas, s/n";"47250";"Mojados";"1179469265840";;"983 607 480";;;"biblioteca.ayto.mojados@dip-valladolid.es";;"41.43140151372244#-4.66245174407959#88";;"Valladolid";"1284269351464";1193641909742;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1193641909742/DirectorioPadre";
"Biblioteca Pública Municipal de Peñafiel";;"Pilar González de las Heras";;"C/ Estudio, 15";"47300";"Peñafiel";"1179469273430";;"983 881 326";;;"bibliotecapenafiel@hotmail.com";;"41.596798634114535#-4.11738395690918#88";;"Valladolid";"1284269351464";1193641920297;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1193641920297/DirectorioPadre";
"Biblioteca Pública Municipal de Tudela de Duero";;"Consuelo Sanz Carrasco";"C/ García Lorca, 3. 47320 Tudela de Duero (Valladolid)";"C/ García Lorca, 3";"47320";"Tudela de Duero";"1179469307930";;"983 521 845";;;"biblioteca.tudela@dip-valladolid.es";;"41.584730310769565#-4.581427574157715#88";;"Valladolid";"1284269351464";1193641923432;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1193641923432/DirectorioPadre";
"Biblioteca Pública Municipal de Villalón de Campos";;"Arancha Barrientos Paniagua";;"C/ Onésimo Redondo, 1";"47600";"Villalón de Campos";"1179469323498";;"983 761 185";;;"bibliotecavillalon@hotmail.es";;"42.09925544227188#-5.034206708312922#88";;"Valladolid";"1284269351464";1193641924116;20141009;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1193641924116/DirectorioPadre";
"Biblioteca Pública Municipal ""Francisco Pino""";;;;"Centro Municipal ""José Luis Mosquera"". C/ Francisco Hernández Pacheco s/n";"47014";"Valladolid";"1179469311668";;"983 143 004";;;"bmfp@ava.es";;"41.64912207488241#-4.741201400756836#88";;"Valladolid";"1284269351464";1202286660187;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1202286660187/DirectorioPadre";
"Biblioteca Pública Municipal ""Fco. Javier Martín Abril""";;;;"C/ López Gómez, 3";"47002";"Valladolid";"1179469311668";;"983 211 231";;;"bmma@ava.es";;"41.650372698080865#-4.723992347717285#94";;"Valladolid";"1284269351464";1202286689844;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1202286689844/DirectorioPadre";
"Biblioteca Pública Municipal de Fresno El Viejo";;"Mª Ángeles García Zapatero";;"C/ José Velázquez, 3";"47480";"Fresno El Viejo";"1179469254176";;"983 863 683";;;"pijfresno@dip-valladolid.es";;"41.1975148494858#-5.144305229187012#88";;"Valladolid";"1284269351464";1207834037276;20141017;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1207834037276/DirectorioPadre";
"Biblioteca Municipal de La Seca";;;;"Plaza España";"47491";"Seca (La)";"1179469299749";;"983816318";;;"info@ayuntamientolaseca.com";"http://www.laseca.ayuntamientosdevalladolid.es";"41.4144754#-4.907064300000002#88";;"Valladolid";"1284269351464";1409209847136;20140828;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1409209847136/DirectorioPadre";
"Biblioteca del Museo de Zamora";;"Beatriz Gª Villarino y Benjamín Fdez. Rivera";"Plaza de Santa Lucía, 2. Palacio del Cordón. 49002 Zamora";"Plaza de Santa Lucía, 2. Palacio del Cordón";"49002";"Zamora";"1179469491795";;"980 516 150 ext. 17";"980 535 064";;"biblioteca_museo@telefonica.net";;"41.5010546920253#-5.747601091861725#88";;"Zamora";"1284269351631";1197282433863;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaZamora/es/Plantilla100Detalle/1284212879708/_/1197282433863/DirectorioPadre";
"Biblioteca Pública Municipal de Morales del Vino";"Biblioteca Pública Municipal de Morales del Vino";"Cristina García Cuesta";;"Plaza Los Caños, 1";"49190";"Morales del Vino";"1179469398892";;"980 574 348 (Btca.), 980 570 139 (Ayto.)";;"980 570 148 (Ayto.)";"BPM.MVINO@gmail.com";;"41.44600764512099#-5.730185508728027#88";;"Zamora";"1284269351631";1203344056832;20140825;"http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1203344056832/DirectorioPadre";
"Biblioteca Pública Municipal de Villanueva del Campo";"Biblioteca Pública Municipal de Villanueva del Campo";"Jesús de la Torre Fernández";"C/ Federico Arrazola, s/n. 49100 Villanueva del Campo (Zamora)";"C/ Federico Arrazola, s/n";"49100";"Villanueva del Campo";"1179469486683";;"980 666 009 (Ayto.)";;"980 666 009 (Ayto.)";"BPM.VNUEV@gmail.com";;"41.986897135391786#-5.407805442810059#88";;"Zamora";"1284269351631";1203344085074;20140313;"http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaZamora/es/Plantilla100Detalle/1284212879708/_/1203344085074/DirectorioPadre";
